address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,mon_closed,tue_closed,wed_closed,thu_closed,fri_closed,sat_closed,sun_closed,status,created_at,updated_at
89 Brock Street West,Uxbridge,Home Hardware,,,,,,(905) 852-3591,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,12:00 AM,12:00 AM,,-79.1247,44.1084,,,,,,,,,,,
7205 Goreway Dr.,Mississauga,Home Hardware,,,,,,(905) 677-0234,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:30 AM,9:00 PM,9:00 AM,6:00 PM,10:30 AM,5:00 PM,,-79.6366,43.7174,,,,,,,,,,,
47A Levack Drive,Levack,Home Hardware,,,,,,(705) 966-3335,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:00 PM,12:00 AM,12:00 AM,,-81.3879,46.6404,,,,,,,,,,,
"16 Bobcaygeon Road, P.O. Box 90",Minden,Home Hardware,,,,,,(705) 286-1351,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,9:00 AM,2:00 PM,,-78.7225,44.9169,,,,,,,,,,,
"Cloverdale Mall, 250 The East Mall, Unit #249",Etobicoke,Home Hardware,,,,,,(416) 234-0601,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,12:00 PM,5:00 PM,,-79.5548,43.6328,,,,,,,,,,,
181 Ontario Street,Burk's Falls,Home Hardware,,,,,,(705) 382-3225,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,9:00 AM,5:00 PM,12:00 AM,12:00 AM,,-79.4078,45.6186,,,,,,,,,,,
484 Plains Road East,Burlington,Home Hardware,,,,,,(905) 639-5270,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,9:00 AM,5:30 PM,10:00 AM,4:00 PM,,-79.8364,43.3189,,,,,,,,,,,
1372 Queen Street West,Toronto,Home Hardware,,,,,,(416) 535-7542,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,7:00 PM,9:00 AM,6:00 PM,10:00 AM,4:00 PM,,-79.4328,43.6415,,,,,,,,,,,
934 Bloor Street West,Toronto,Home Hardware,,,,,,(416) 536-3809,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,6:00 PM,1:00 PM,4:00 PM,,-79.4275,43.6615,,,,,,,,,,,
"86 Erie Street South, PO Box 9",Ridgetown,Home Hardware,,,,,,(519) 674-5400,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,11:00 AM,4:00 PM,,-81.88,42.4335,,,,,,,,,,,
6663 Cameron Street,Coboconk,Home Hardware,,,,,,(705) 454-3342,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,7:30 AM,6:00 PM,9:00 AM,4:00 PM,,-78.7975,44.6588,,,,,,,,,,,
"86 Munsee Street, N., Highway 54",Cayuga,Home Hardware,,,,,,(905) 772-3365,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,3:00 PM,12:00 AM,12:00 AM,,-79.8587,42.9572,,,,,,,,,,,
3785 Champlain Street,Bourget,Home Hardware,,,,,,(613) 487-2780,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,8:00 PM,8:30 AM,5:00 PM,10:00 AM,5:00 PM,,-75.1583,45.4354,,,,,,,,,,,
329 March Road,Kanata,Home Hardware,,,,,,(613) 592-8678,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,7:00 PM,8:30 AM,7:00 PM,8:30 AM,7:00 PM,8:30 AM,9:00 PM,8:30 AM,9:00 PM,8:30 AM,6:00 PM,10:00 AM,5:00 PM,,-75.9082,45.3353,,,,,,,,,,,
828 Davis Drive,Newmarket,Home Hardware,,,,,,(905) 898-3993,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,10:00 AM,5:00 PM,,-79.4427,44.0631,,,,,,,,,,,
15 Samnah Crescent,Ingersoll,Home Hardware,,,,,,(519) 485-5111,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,12:00 AM,12:00 AM,,-80.8773,43.0161,,,,,,,,,,,
3018 County Road 21,Spencerville,Home Hardware,,,,,,(613) 658-2004,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:30 AM,5:30 PM,7:30 AM,5:30 PM,7:30 AM,5:30 PM,7:30 AM,5:30 PM,7:30 AM,5:30 PM,7:30 AM,5:00 PM,10:00 AM,4:00 PM,,-75.5603,44.8333,,,,,,,,,,,
"Main Street, Box 94",Cobden,Home Hardware,,,,,,(613) 646-2033,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,8:00 PM,8:00 AM,5:00 PM,10:00 AM,4:00 PM,,-76.8866,45.6263,,,,,,,,,,,
"2 Station Road, Box 578",Manitouwadge,Home Hardware,,,,,,(807) 826-3233,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,9:00 AM,4:00 PM,12:00 AM,12:00 AM,,-85.826,49.1223,,,,,,,,,,,
28390 Centre Road,Strathroy,Home Hardware,,,,,,(519) 245-2312,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,10:00 AM,4:00 PM,,-81.6309,42.9741,,,,,,,,,,,
"Box 440, 7873 Wellington Road 8",Drayton,Home Hardware,,,,,,(519) 638-2420,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,8:00 AM,4:00 PM,12:00 AM,12:00 AM,,-80.6486,43.746,,,,,,,,,,,
3231 Girardot Street,Windsor,Home Hardware,,,,,,(519) 252-1310,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,5:00 PM,12:00 AM,12:00 AM,,-83.067,42.2934,,,,,,,,,,,
30 Dissette Street,Bradford,Home Hardware,,,,,,(905) 775-6355,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:30 AM,8:00 PM,7:30 AM,8:00 PM,7:30 AM,8:00 PM,7:30 AM,8:00 PM,7:30 AM,8:00 PM,8:00 AM,6:00 PM,9:00 AM,5:00 PM,,-79.5576,44.1168,,,,,,,,,,,
1740 Bank Street,Ottawa,Home Hardware,,,,,,(613) 733-3492,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,8:30 PM,8:30 AM,6:00 PM,12:00 PM,5:00 PM,,-75.6653,45.374,,,,,,,,,,,
"264 Chatham Street South, Box 310",Blenheim,Home Hardware,,,,,,(519) 676-5426,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,5:30 PM,7:00 PM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,3:00 PM,12:00 AM,12:00 AM,,-81.9865,42.3301,,,,,,,,,,,
5158 Ament Line,Linwood,Home Hardware,,,,,,(519) 698-2060,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:30 AM,5:00 PM,12:00 AM,12:00 AM,,-80.7264,43.5806,,,,,,,,,,,
290 College Street,Toronto,Home Hardware,,,,,,(416) 922-1158,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,8:00 PM,9:00 AM,8:00 PM,9:00 AM,8:00 PM,9:00 AM,8:00 PM,9:00 AM,8:00 PM,10:00 AM,6:00 PM,10:00 AM,6:00 PM,,-79.402,43.6579,,,,,,,,,,,
"Village Shopping Plaza, 5862 Malden Road",Windsor,Home Hardware,,,,,,(519) 966-5713,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,6:00 PM,8:00 AM,5:00 PM,,-83.0608,42.2477,,,,,,,,,,,
1212 Dufferin Street,Toronto,Home Hardware,,,,,,(416) 535-4564,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,10:00 AM,7:00 PM,9:30 AM,6:00 PM,10:00 AM,3:00 PM,,-79.4379,43.6657,,,,,,,,,,,
545 Donald B. Munro Drive,Carp,Home Hardware,,,,,,(613) 839-3467,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,8:00 AM,5:00 PM,12:00 AM,12:00 AM,,-76.0421,45.3431,,,,,,,,,,,
718 King Street East,Cambridge,Home Hardware,,,,,,(519) 653-4663,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,5:30 PM,11:00 AM,4:00 PM,,-80.3583,43.3956,,,,,,,,,,,
"248 Hastings Street North, P.O. Box 1450",Bancroft,Home Hardware,,,,,,(613) 332-2060,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,9:00 PM,8:30 AM,5:30 PM,9:00 AM,5:00 PM,,-77.8623,45.0736,,,,,,,,,,,
159 Fourth Street,Midland,Home Hardware,,,,,,(705) 526-5416,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,8:00 AM,5:00 PM,9:00 AM,5:00 PM,,-79.896,44.7538,,,,,,,,,,,
"18 Tucker Street, P.O. Box 219",Apsley,Home Hardware,,,,,,(705) 656-4295,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,7:00 PM,7:00 AM,6:00 PM,10:00 AM,4:00 PM,,-78.0863,44.7526,,,,,,,,,,,
"260 Garafraxa Street, Box 90",Chatsworth,Home Hardware,,,,,,(519) 794-2930,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,4:00 PM,12:00 AM,12:00 AM,,-80.8973,44.4532,,,,,,,,,,,
167 Simcoe Street,Peterborough,Home Hardware,,,,,,(705) 745-7963,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,5:00 PM,11:00 AM,5:00 PM,,-78.3218,44.3045,,,,,,,,,,,
1705 Seymour Street,North Bay,Home Hardware,,,,,,(705) 474-4636,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,3:30 PM,12:00 AM,12:00 AM,,-79.4323,46.3112,,,,,,,,,,,
2775 Dufferin Street,Toronto,Home Hardware,,,,,,(416) 783-6119,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,7:00 PM,8:00 AM,7:00 PM,8:00 AM,7:00 PM,8:00 AM,7:00 PM,8:00 AM,7:00 PM,8:00 AM,6:00 PM,10:00 AM,5:00 PM,,-79.4526,43.7043,,,,,,,,,,,
206532 Highway 26,Meaford,Home Hardware,,,,,,(519) 538-2000,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,8:00 AM,5:00 PM,10:00 AM,5:00 PM,,-80.5736,44.5914,,,,,,,,,,,
421-1st Avenue North,Chesley,Home Hardware,,,,,,(519) 363-3038,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,5:30 PM,8:00 AM,4:00 PM,12:00 AM,12:00 AM,,-81.0983,44.3085,,,,,,,,,,,
"149 Main Street, P.O. Box 249",Ailsa Craig,Home Hardware,,,,,,(519) 293-3202,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,12:00 AM,12:00 AM,,-81.5364,43.1474,,,,,,,,,,,
"101 Osler Dr., Unit 96A",Dundas,Home Hardware,,,,,,(905) 628-4508,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,10:00 AM,5:00 PM,,-79.942,43.2584,,,,,,,,,,,
"3 Mill Road, Box 940",Terrace Bay,Home Hardware,,,,,,(807) 825-3635,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,9:00 AM,5:30 PM,12:00 AM,12:00 AM,,-87.095,48.7938,,,,,,,,,,,
2404 Lakeshore Blvd. West,Etobicoke,Home Hardware,,,,,,(416) 259-5111,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:00 PM,11:00 AM,4:00 PM,,-79.4892,43.614,,,,,,,,,,,
11 Oliphant Street Box 38,Brighton,Home Hardware,,,,,,(613) 475-2471,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,9:00 AM,5:00 PM,10:00 AM,4:00 PM,,-77.7351,44.0411,,,,,,,,,,,
"127-5th Avenue, Box 1090",Cochrane,Home Hardware,,,,,,(705) 272-4271,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,8:30 AM,5:30 PM,12:00 PM,4:00 PM,,-81.0279,49.0617,,,,,,,,,,,
8 Racine Street,Casselman,Home Hardware,,,,,,(613) 764-2876,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,8:00 PM,8:00 AM,5:00 PM,12:00 AM,12:00 AM,,-75.0806,45.3069,,,,,,,,,,,
1716 Sullivan Road,Sullivan,Home Hardware,,,,,,(819) 825-3070,QC,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,5:00 PM,10:00 AM,3:00 PM,,-77.8158,48.1092,,,,,,,,,,,
9 Joseph Street,Bobcaygeon,Home Hardware,,,,,,(705) 738-2107,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,8:00 AM,4:00 PM,,-78.5468,44.5409,,,,,,,,,,,
4836 Bank Street,Ottawa,Home Hardware,,,,,,(613) 822-0760,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,9:00 AM,5:00 PM,9:00 AM,4:00 PM,,-75.5874,45.3094,,,,,,,,,,,
366-2nd Avenue,Sudbury,Home Hardware,,,,,,(705) 566-5602,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,8:00 PM,8:30 AM,8:00 PM,8:30 AM,6:00 PM,10:00 AM,4:00 PM,,-80.9362,46.4994,,,,,,,,,,,
1983 Old Highway #2 West,Belleville,Home Hardware,,,,,,(613) 966-3990,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,8:00 AM,5:00 PM,12:00 AM,12:00 AM,,-77.4302,44.1385,,,,,,,,,,,
109-4th Street,Nipigon,Home Hardware,,,,,,(807) 887-2911,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:30 PM,8:30 AM,5:00 PM,12:00 AM,12:00 AM,,-88.2663,49.0141,,,,,,,,,,,
134 Eighth Street,Etobicoke,Home Hardware,,,,,,(416) 251-2281,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,5:30 PM,7:00 AM,3:00 PM,12:00 AM,12:00 AM,,-79.5071,43.6017,,,,,,,,,,,
"275 Imperial Street, Box 668",Massey,Home Hardware,,,,,,(705) 865-2135,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,8:00 PM,8:00 AM,5:30 PM,12:00 AM,12:00 AM,,-82.0768,46.207,,,,,,,,,,,
"15 Main Street, P.O. Box 208",Maxville,Home Hardware,,,,,,(613) 527-2025,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,12:00 AM,12:00 AM,,-74.8564,45.2897,,,,,,,,,,,
"489 Main Street, P.O. Box 148",Powassan,Home Hardware,,,,,,(705) 724-2810,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,5:00 PM,10:00 AM,4:00 PM,,-79.3612,46.0813,,,,,,,,,,,
90 Michael Cowpland Drive,Kanata,Home Hardware,,,,,,(613) 599-7447,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,6:00 PM,9:00 AM,5:00 PM,,-75.8695,45.287,,,,,,,,,,,
475 Bridge Street East,Belleville,Home Hardware,,,,,,(613) 962-1308,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,5:30 PM,10:30 AM,4:30 PM,,-77.3529,44.1708,,,,,,,,,,,
341-347 Roncesvalles Avenue,Toronto,Home Hardware,,,,,,(416) 535-1169,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:30 PM,9:00 AM,6:00 PM,11:00 AM,4:00 PM,,-79.4503,43.6493,,,,,,,,,,,
"135 Main Street, Box 10",Odessa,Home Hardware,,,,,,(613) 386-3018,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,5:30 PM,12:00 AM,12:00 AM,,-76.7189,44.277,,,,,,,,,,,
"24 Queen Street, Box 149",Lakefield,Home Hardware,,,,,,(705) 652-3171,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,9:00 AM,4:00 PM,,-78.2722,44.4235,,,,,,,,,,,
875 Stone Street North,Gananoque,Home Hardware,,,,,,(613) 382-3386,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,8:00 PM,8:00 AM,5:00 PM,10:00 AM,5:00 PM,,-76.1705,44.3426,,,,,,,,,,,
"010189 Highway 6, Box 940",Wiarton,Home Hardware,,,,,,(519) 534-2232,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,7:00 AM,6:00 PM,9:00 AM,4:00 PM,,-81.1396,44.731,,,,,,,,,,,
"Box 537, 95 Maple Avenue",Haliburton,Home Hardware,,,,,,(705) 457-1402,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,8:30 AM,6:00 PM,9:00 AM,6:00 PM,10:00 AM,3:00 PM,,-78.5083,45.0466,,,,,,,,,,,
"273 Alma Street, P.O. Box 310",Rockwood,Home Hardware,,,,,,(519) 856-9551,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,6:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,6:00 PM,11:00 AM,4:00 PM,,-80.148,43.6148,,,,,,,,,,,
"1358 Katrine Road, P.O. Box 479",Burks Falls,Home Hardware,,,,,,(705) 382-3027,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,7:30 AM,5:00 PM,7:30 AM,5:00 PM,7:30 AM,5:00 PM,7:30 AM,5:00 PM,7:30 AM,5:00 PM,8:00 AM,4:30 PM,12:00 AM,12:00 AM,,-79.3914,45.6033,,,,,,,,,,2013-10-30 20:19:13 +0530,2013-10-30 20:19:13 +0530
306 John Street,Barrys Bay,Home Hardware,,,,,,(613) 756-2794,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:30 PM,8:00 AM,5:00 PM,10:00 AM,3:00 PM,,-77.6751,45.4825,,,,,,,,,,2013-10-30 20:19:20 +0530,2013-10-30 20:19:20 +0530
"19551 Opeongo Line West, P.O. Box 1090",Barrys Bay,Home Hardware,,,,,,(613) 756-2007,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:30 AM,5:30 PM,9:30 AM,5:30 PM,9:30 AM,5:30 PM,9:30 AM,5:30 PM,9:30 AM,6:00 PM,9:30 AM,5:30 PM,10:00 AM,3:00 PM,,-77.659,45.4903,,,,,,,,,,2013-10-30 20:19:27 +0530,2013-10-30 20:19:27 +0530
"45 Broadway Avenue, Box 319",Wawa,Home Hardware,,,,,,(705) 856-2113,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,9:00 AM,5:30 PM,9:00 AM,5:30 PM,9:00 AM,5:30 PM,9:00 AM,5:30 PM,9:00 AM,5:30 PM,9:00 AM,5:30 PM,12:00 AM,12:00 AM,,-84.7708,47.9938,,,,,,,,,,2013-10-30 20:19:33 +0530,2013-10-30 20:19:33 +0530
"19 Albert Street, Box 430",Moonbeam,Home Hardware,,,,,,(705) 367-2292,ON,,,,Hardware,,http://homehardware.ca/en/index.htm,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,8:00 AM,5:00 PM,9:00 AM,4:00 PM,12:00 AM,12:00 AM,,-82.1551,49.3446,,,,,,,,,,2013-10-30 20:19:40 +0530,2013-10-30 20:19:40 +0530
