address,city,company_name,phone,state,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,created_at,updated_at
"224, rue joseph-casavant ",Beauport,McDonalds, (418) 661-4814,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,G1C 7Z3,-71.2052,46.8718,true,2013-09-12 11:42:33 UTC,2013-09-12 11:42:33 UTC
3651 strandherd drive ,Nepean,McDonalds, (613) 823-9679,ON, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,K2J 2B5,-75.7659,45.2756,true,2013-09-12 11:42:33 UTC,2013-09-12 11:42:33 UTC
1482 w. broadway ,Vancouver,McDonalds, (604) 718-1191,BC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,V6H 1H4,-123.137,49.2633,true,2013-09-12 11:42:34 UTC,2013-09-12 11:42:34 UTC
90 campsite road ,Spruce grove,McDonalds, (780) 962-0924,AB, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,T7X 4H4,-113.931,53.5397,true,2013-09-12 11:42:34 UTC,2013-09-12 11:42:34 UTC
860 attree avenue ,Victoria,McDonalds, (250) 391-8560,BC, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,V6B 2P3,-123.115,49.2808,true,2013-09-12 11:42:34 UTC,2013-09-12 11:42:34 UTC
140 wade road ,Truro,McDonalds, (902) 893-1672,NS, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,B2N 7H3,-63.3061,45.3529,true,2013-09-12 11:42:34 UTC,2013-09-12 11:42:34 UTC
9021 quartz road ,Whitehorse,McDonalds, (867) 667-4750,YT, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,Y1A 4P9,-135.071,60.7342,true,2013-09-12 11:42:35 UTC,2013-09-12 11:42:35 UTC
200 front street west ,Toronto,McDonalds, (416) 542-1234,ON, 07:00,07:00, 07:00,07:00, 07:00,07:00, 07:00,07:00, 07:00,07:00, 09:00,03:00,Closed,Closed,M5V 3K2,-79.3858,43.6449,true,2013-09-12 11:42:35 UTC,2013-09-12 11:42:35 UTC
306 centre ave ,Altona,McDonalds, (204) 324-1656,MB, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00,R0G 0B0,-97.5343,49.0891,true,2013-09-12 11:42:35 UTC,2013-09-12 11:42:35 UTC
"377-a, rue papineau  ",Papineauville,McDonalds, (819) 427-9956,QC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 12:00,12:00, 12:00,12:00,J0V 1R0,-75.0183,45.6517,true,2013-09-12 11:42:36 UTC,2013-09-12 11:42:36 UTC
115 hamilton street north ,Waterdown,McDonalds, (905) 690-8458,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,L0R 2H0,-79.8983,43.3379,true,2013-09-12 11:42:36 UTC,2013-09-12 11:42:36 UTC
700 st. albert rd ,St albert,McDonalds, (780) 460-4640,AB, 07:00,11:59, 07:00,11:59, 07:00,11:59, 07:00,11:59, 07:00,11:59, 07:00,11:59, 07:00,11:59,T8N 7A5,-113.632,53.6596,true,2013-09-12 11:42:36 UTC,2013-09-12 11:42:36 UTC
3939 rochdale blvd. ,Regina,McDonalds, (306) 543-7446,SK, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,S4X 4P7,-104.636,50.5024,true,2013-09-12 11:42:37 UTC,2013-09-12 11:42:37 UTC
"500, voie de la desserte route 132",Saint-constant,McDonalds, (450) 635-7800,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,J5A 2E7,-73.5846,45.3344,true,2013-09-12 11:42:37 UTC,2013-09-12 11:42:37 UTC
"202, boul. des promenades ",Saint-bruno,McDonalds, (450) 441-6986,QC, 09:00,09:00, 09:00,09:00, 09:00,09:00, 09:00,09:00, 09:00,09:00, 08:00,05:00, 09:00,05:00,J3V 5K4,-73.382,45.5049,true,2013-09-12 11:42:37 UTC,2013-09-12 11:42:37 UTC
"6797, boul. newman  ",Lasalle,McDonalds, (514) 364-5282,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,H8N 3E4,-73.6087,45.4508,true,2013-09-12 11:42:38 UTC,2013-09-12 11:42:38 UTC
"401, boul. curÉ-labelle ",RosemÈre,McDonalds, (450) 979-6633,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,J7A 3T2,-73.8165,45.6313,true,2013-09-12 11:42:38 UTC,2013-09-12 11:42:38 UTC
"1700, boul.  lebourgneuf  ",QuÉbec,McDonalds, (418) 621-9607,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,G2K 2M4,-71.3029,46.8341,true,2013-09-12 11:42:38 UTC,2013-09-12 11:42:38 UTC
6020 - 6086 russ baker way ,Richmond,McDonalds, (604) 718-1013,BC, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59,V7B 1B4,-123.166,49.1825,true,2013-09-12 11:42:38 UTC,2013-09-12 11:42:38 UTC
8 eagle court box 638,Osoyoos,McDonalds, (250) 495-5560,BC, 05:00,10:00, 05:00,10:00, 05:00,10:00, 05:00,10:00, 05:00,10:00, 05:00,10:00, 05:00,10:00,V0H 1V0,-119.538,49.0042,true,2013-09-12 11:42:39 UTC,2013-09-12 11:42:39 UTC
374 queen street ,Acton,McDonalds, (519) 853-9128,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,01:00, 05:00,01:00, 05:00,11:59,L7J 2N3,-80.0268,43.638,true,2013-09-12 11:42:39 UTC,2013-09-12 11:42:39 UTC
"3131, ch. de la cÔte-vertu ",Saint-laurent,McDonalds, (514) 334-1637,QC, 07:00,05:30, 07:00,05:30, 07:00,09:00, 07:00,09:00, 07:00,09:00, 07:00,05:30, 10:00,05:30,H4R 1Y8,-73.7044,45.4977,true,2013-09-12 11:42:40 UTC,2013-09-12 11:42:40 UTC
3208 dougall rd ,Windsor,McDonalds, (519) 966-1402,ON, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,N9E 1S6,-83.0096,42.2679,true,2013-09-12 11:42:40 UTC,2013-09-12 11:42:40 UTC
229 columbus dr ,Carbonear,McDonalds, (709) 596-5036,NL, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,02:00, 05:00,02:00, 05:00,11:59,A1A 3G0,-80.3341,27.4701,true,2013-09-12 11:42:40 UTC,2013-09-12 11:42:40 UTC
24 yonge street north hwy 27 & john,Elmvale,McDonalds, (705) 322-4444,ON, 06:30,10:00, 06:30,10:00, 06:30,10:00, 06:30,10:00, 06:30,10:00, 06:30,10:00, 06:30,10:00,L0L 1P0,-79.8904,44.5704,true,2013-09-12 11:42:41 UTC,2013-09-12 11:42:41 UTC
165 north queen st. ,Etobicoke,McDonalds, (416) 620-0081,ON, 08:00,11:00, 08:00,11:00, 08:00,11:00, 08:00,11:00, 08:00,11:00, 08:00,11:00, 08:00,11:00,M9C 1A7,-79.5554,43.6172,true,2013-09-12 11:42:41 UTC,2013-09-12 11:42:41 UTC
6631 island hwy. north ,Nanaimo,McDonalds, (250) 390-4081,BC, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,V9T 4T7,-124.048,49.2359,true,2013-09-12 11:42:41 UTC,2013-09-12 11:42:41 UTC
"60, merchant drive ",Mount pearl,McDonalds, (709) 745-3750,NL, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00, 07:00,10:00,A1N 5J5,-52.8092,47.5029,true,2013-09-12 11:42:42 UTC,2013-09-12 11:42:42 UTC
"6140, boul. henri-bourassa est ",MontrÉal-nord,McDonalds, (514) 321-0467,QC, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,05:00, 08:00,05:00,H1G 5X3,-73.6127,45.6063,true,2013-09-12 11:42:42 UTC,2013-09-12 11:42:42 UTC
804 main st ,Humboldt,McDonalds, (306) 682-9928,SK, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 12:00,12:00, 12:00,12:00, 05:00,11:00,S0K 2A0,-105.113,52.1701,true,2013-09-12 11:42:42 UTC,2013-09-12 11:42:42 UTC
4801 e. hastings st. ,Burnaby,McDonalds, (604) 718-1015,BC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 12:00,12:00, 12:00,12:00, 05:00,11:59,V5C 2L1,-122.993,49.281,true,2013-09-12 11:42:43 UTC,2013-09-12 11:42:43 UTC
8415 109th street ,Edmonton,McDonalds, (780) 414-8374,AB, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,T6G 1E3,-113.511,53.5207,true,2013-09-12 11:42:43 UTC,2013-09-12 11:42:43 UTC
5302 discovery way ,Leduc,McDonalds, (780) 986-1091,AB, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00,T9E 8J7,-113.571,53.2679,true,2013-09-12 11:42:43 UTC,2013-09-12 11:42:43 UTC
800 stonehaven drive ,Kanata,McDonalds, (613) 254-9438,ON, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00, 06:00,11:00,K2M 2Z2,-75.8378,45.2813,true,2013-09-12 11:42:44 UTC,2013-09-12 11:42:44 UTC
55 - 4567 lougheed hwy ,Burnaby,McDonalds, (604) 718-1029,BC, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,V5C 3Z6,-123.001,49.268,true,2013-09-12 11:42:44 UTC,2013-09-12 11:42:44 UTC
"Unit 3006, 9402 - 135th ave. n.w. ",Edmonton,McDonalds, (780) 414-8529,AB, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 09:00,05:30, 11:00,05:00,T5E 5R8,-113.491,53.5984,true,2013-09-12 11:42:44 UTC,2013-09-12 11:42:44 UTC
"237, boul. st-luc ",Saint-jean-sur-richelieu,McDonalds, (450) 349-3950,QC, 05:30,10:00, 05:30,10:00, 05:30,10:00, 05:30,10:00, 05:30,10:00, 05:30,11:00, 05:30,11:00,J2W 1C6,-73.291,45.3516,true,2013-09-12 11:42:45 UTC,2013-09-12 11:42:45 UTC
25 plaza blvd ,Moncton,McDonalds, (506) 862-1707,NB, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 08:00,10:00, 09:00,06:00,E1C 0E8,-64.8314,46.1137,true,2013-09-12 11:42:45 UTC,2013-09-12 11:42:45 UTC
499 norwich avenue ,Woodstock,McDonalds, (519) 539-5247,ON, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00, 07:00,11:00,N4S 9A2,-80.736,43.1161,true,2013-09-12 11:42:45 UTC,2013-09-12 11:42:45 UTC
1001 Empress Street,Winnipeg,Winnipeg,204-284-6900,MB,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,09:00,06:00,R3G 3P8,-97.1957,49.8906,true,2013-09-12 11:42:46 UTC,2013-09-12 11:42:46 UTC
2370 McPhillips St.,Winnipeg,Winnipeg,204-334-2273,MB,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,09:00,06:00,R2V 4J6,-97.1492,49.9574,true,2013-09-12 11:42:46 UTC,2013-09-12 11:42:46 UTC
1000 Gerrard Street East,Toronto,Toronto (Gerrard Square),416-461-8778,ON, 9:00am , 6:00pm, 9:00am , 6:00pm, 9:00am , 9:00pm, 9:00am , 9:00pm, 9:00am , 9:00pm, 9:00am , 9:00pm, 9:00am , 9:00pm,M4M 3G6,-79.3393,43.6696,true,2013-09-12 11:44:01 UTC,2013-09-12 11:44:01 UTC
1300 King Street East,Oshawa,Oshawa (Kingsway),905-579-3325,ON, 8:00am , 9:00pm, 8:00am , 10:00pm, 8:00am , 10:00pm, 8:00am , 10:00pm, 8:00am , 10:00pm, 8:00am , 10:00pm, 8:00am , 10:00pm,L1H 8J4,-78.8153,43.9077,true,2013-09-12 11:44:02 UTC,2013-09-12 11:44:02 UTC
"161, route 230 Ouest, suite 400",La Pocatière,La Pocatiere,418-856-2000,QC, 8:00am , 5:00pm, 8:00am , 5:00pm, 8:00am , 9:00pm, 8:00am , 9:00pm, 8:00am , 9:00pm, 8:00am , 9:00pm, 8:00am , 9:00pm,G0R 1Z0,-70.0405,47.3286,true,2013-09-12 11:44:02 UTC,2013-09-12 11:44:02 UTC
1576 Regent Avenue West Crossroads Shopping Centre,Winnipeg,Winnipeg (Transcona),204-669-3575,MB, 6:00am , 12:00am, 12:00 , 12:00, 12:00 , 12:00, 12:00 , 12:00, 12:00 , 12:00, 12:00am , 11:00pm, 9:00am , 6:00pm,R2C 3B4,-97.0639,49.895,true,2013-09-12 11:44:02 UTC,2013-09-12 11:44:02 UTC
286 Main St,Sussex, Western Street Plaza,1-506-432-6905,NB, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 12:00 PM,5:00 PM,E4E 1R6,-65.5214,45.7244,true,2013-09-12 11:44:03 UTC,2013-09-12 11:44:03 UTC
150 West Dr.,Brampton, 7th Shopping Centre,1-905-457-5245,ON, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,7:00 PM, 10:00 AM,6:00 PM,L6T 4P9,-79.7347,43.7069,true,2013-09-12 11:44:03 UTC,2013-09-12 11:44:03 UTC
3920 Brock St,Whitby, Taunton Centre,1-905-665-3156,ON, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 9:00 AM,9:00 PM, 10:00 AM,7:00 PM,L1R 3E1,-78.9589,43.9141,true,2013-09-12 11:44:03 UTC,2013-09-12 11:44:03 UTC
755 Lake Bonavista Dr Se,Calgary,Lake Bonavista Mall Safeway, (403) 271-1616,AB, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm,T2J 0N3,-114.047,50.9423,true,2013-09-12 11:44:04 UTC,2013-09-12 11:44:04 UTC
3636 Brentwood Rd Nw,Calgary,Brentwood Safeway, (403) 289-1424,AB, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm,T2L 1K8,-114.127,51.0864,true,2013-09-12 11:44:04 UTC,2013-09-12 11:44:04 UTC
3553 Garrison Gate Sw,Calgary,Safeway Liquor Store, (403) 240-9304,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T2T 6E4,-114.115,51.0227,true,2013-09-12 11:44:04 UTC,2013-09-12 11:44:04 UTC
4915 - 130 Ave Se,Calgary,Safeway Liquor Store, (403) 257-8541,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T2Z 3V8,-113.973,50.9318,true,2013-09-12 11:44:04 UTC,2013-09-12 11:44:04 UTC
65 Crowfoot Crescent Nw,Calgary,Safeway Liquor Store, (403) 241-3814,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T3G 2L5,-114.203,51.1275,true,2013-09-12 11:44:05 UTC,2013-09-12 11:44:05 UTC
76 Saddletowne Cir. Ne,Calgary,Saddletowne Safeway Wine & Spirits, (403) 280-3497,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T3J 0H5,-113.945,51.1235,true,2013-09-12 11:44:05 UTC,2013-09-12 11:44:05 UTC
1200 Railway Ave,Canmore,Safeway Liquor Store, (403) 609-4655,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T1W 1P4,-115.356,51.0921,true,2013-09-12 11:44:05 UTC,2013-09-12 11:44:05 UTC
304B - 5 Ave W,Cochrane,Safeway Liquor Store, (403) 932-8941,AB, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm,T4C 2A5,-114.476,51.1851,true,2013-09-12 11:44:06 UTC,2013-09-12 11:44:06 UTC
500-900 Carmichael Lane,Hinton,Hinton Safeway, (780) 865-5982,AB, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm,T7V 1V6,-117.588,53.3994,true,2013-09-12 11:44:06 UTC,2013-09-12 11:44:06 UTC
6106 - 50 St,Leduc,Safeway Liquor Store, (780) 986-0050,AB, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm, 10:00 am,10:00 pm,T9E 6P2,-113.55,53.2759,true,2013-09-12 11:44:07 UTC,2013-09-12 11:44:07 UTC
2605 Fair Plaza Rd S,Lethbridge,Safeway Liquor Store, (403) 380-2614,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T1K 6Z2,-112.794,49.6673,true,2013-09-12 11:44:07 UTC,2013-09-12 11:44:07 UTC
97 - 8 St Nw,Medicine Hat,Crescent Heights Safeway, (403) 527-1494,AB, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm, 8:00 am,11:00 pm,T1A 6N9,-110.688,50.0496,true,2013-09-12 11:44:07 UTC,2013-09-12 11:44:07 UTC
535 S Cariboo Hwy,100 Mile House,100 Mile House  Safeway, (250) 395-4952,BC, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm,V0K 2E0,-121.381,51.6796,true,2013-09-12 11:44:07 UTC,2013-09-12 11:44:07 UTC
580 Clarke Rd,Coquitlam,Burquitlam Plaza Safeway, (604) 936-8143,BC, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm,V3J 3X5,-122.888,49.2625,true,2013-09-12 11:44:08 UTC,2013-09-12 11:44:08 UTC
5275 - 48 Ave,Ladner,Trenant Park Safeway, (604) 940-0051,BC, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm, 7:00 am,11:59 pm,V4K 1W4,-123.078,49.0911,true,2013-09-12 11:44:08 UTC,2013-09-12 11:44:08 UTC
370 Trans Canada Hwy,Ladysmith,Ladysmith Safeway, (250) 245-8147,BC, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm, 7:00 am,10:00 pm,V0R 2E0,-124.546,49.1307,true,2013-09-12 11:44:08 UTC,2013-09-12 11:44:08 UTC
5611 - 4 St Nw,Calgary,Safeway Liquor Store, (403) 275-2192,AB, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm, 10:00 am,11:00 pm,T2K 1B2,-114.071,51.1018,true,2013-09-12 11:44:09 UTC,2013-09-12 11:44:09 UTC
360 Trans Canada Hwy,Salmon Arm,Salmon Arm Safeway, (250) 832-8086,BC, 8:00am,9:00pm, 8:00am,9:00pm, 8:00am,9:00pm, 8:00am,9:00pm, 8:00am,9:00pm, 9:00am,6:00pm, 10:00am,6:00pm,V1E 4M2,-119.287,50.7009,true,2013-09-12 11:44:09 UTC,2013-09-12 11:44:09 UTC
1650 Marine Dr,West Vancouver,ambleside Safeway, (604) 922-6131,BC, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,6:00pm, 10:00am,6:00pm,V7V 1J1,-123.16,49.3281,true,2013-09-12 11:44:09 UTC,2013-09-12 11:44:09 UTC
5385 Headland Dr,West Vancouver,Some Place Special Safeway, (604) 926-2550,BC, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,7:00pm, 9:00am,6:00pm, 10:00am,6:00pm,V7W 3E7,-123.253,49.3467,true,2013-09-12 11:44:10 UTC,2013-09-12 11:44:10 UTC
1610 18 St,Brandon,Shoppers Mall Safeway, (204) 725-0117,MB, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,6:00pm, 10:00am,6:00 pm,R7A 5C5,-99.9625,49.8228,true,2013-09-12 11:44:10 UTC,2013-09-12 11:44:10 UTC
921 - 18 St N,Brandon,Brandon Safeway, (204) 726-8014,MB, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,6:00pm, 10:00am,6:00 pm,R7A 7S1,-99.9594,49.8665,true,2013-09-12 11:44:10 UTC,2013-09-12 11:44:10 UTC
6800 48Th Ave,Camrose,Camrose Safeway, (780) 672-1211,AB, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,9:00pm, 9:00am,6:00pm, 10:00am,6:00pm,T4V 4T1,-112.869,53.0231,true,2013-09-12 11:44:11 UTC,2013-09-12 11:44:11 UTC
689 guelph line rd.,Burlington,McDonalds, (905) 639-1661,ON, 05:00,02:00, 05:00,02:00, 05:00,02:00, 05:00,02:00, 05:00,02:00, 05:00,02:00, 05:00,02:00,L7R 3M7,-79.7927,43.3447,true,2013-09-12 11:44:11 UTC,2013-09-12 11:44:11 UTC
25 the west mall ,Etobicoke,McDonalds, (416) 622-6796,ON, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,09:00, 08:00,06:00,11:00,05:00,M9C 1B8,-79.5568,43.6114,true,2013-09-12 11:44:11 UTC,2013-09-12 11:44:11 UTC
"569 main street, west ",Port colborne,McDonalds, (905) 834-9644,ON, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00, 05:00,11:00,L3K 3W8,-79.2626,42.8989,true,2013-09-12 11:44:12 UTC,2013-09-12 11:44:12 UTC
34 livingston ave grimsby plaza ,Grimsby,McDonalds, (905) 945-5491,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 12:00,12:00, 12:00,12:00,L3M 4H8,-79.5608,43.193,true,2013-09-12 11:44:12 UTC,2013-09-12 11:44:12 UTC
411 christina street n. ,Sarnia,McDonalds, (519) 336-7096,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,05:00,11:59,05:00,11:59,N7T 5V8,-82.4037,42.9801,true,2013-09-12 11:44:12 UTC,2013-09-12 11:44:12 UTC
65 gordon street ,Guelph,McDonalds, (519) 836-3070,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,N1H 4H5,-80.2452,43.5404,true,2013-09-12 11:44:13 UTC,2013-09-12 11:44:13 UTC
50 mcnaughton ave ,Wallaceburg,McDonalds, (519) 627-3376,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,N8A 1R9,-82.3838,42.5845,true,2013-09-12 11:44:13 UTC,2013-09-12 11:44:13 UTC
600 king street west ,Kitchener,McDonalds, (519) 578-5610,ON, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59,06:00,11:59,06:00,11:59,N2G 1C8,-80.5017,43.4542,true,2013-09-12 11:44:13 UTC,2013-09-12 11:44:13 UTC
377 burnhamthorpe road east ,Mississauga,McDonalds, (905) 270-3529,ON, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,11:59, 06:00,01:00, 06:00,01:00, 06:00,11:59,L5A 3Y1,-79.6267,43.6026,true,2013-09-12 11:44:14 UTC,2013-09-12 11:44:14 UTC
40 king william street ,Huntsville,McDonalds, (705) 789-9877,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,P0A 1K0,-79.0636,45.8378,true,2013-09-12 11:44:14 UTC,2013-09-12 11:44:14 UTC
"501, rue samuel-de-champlain, bureau 100 ",Boucherville,McDonalds, (450) 641-1810,QC, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59,J4B 6B6,-73.4447,45.6011,true,2013-09-12 11:44:14 UTC,2013-09-12 11:44:14 UTC
170 simcoe street ,Tillsonburg,McDonalds, (519) 842-7655,ON, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,11:59, 05:00,01:00, 05:00,01:00, 05:00,11:59,N4G 4Z6,-80.7041,42.8604,true,2013-09-12 11:44:15 UTC,2013-09-12 11:44:15 UTC
