address,city,company_name,phone,state,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,created_at,updated_at
5235 Kingsway,Burnaby,Safeway,(604) 438-0838,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5H 4G1,-122.988,49.2248,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
1721 Columbia Ave,Castlegar,Safeway,(250) 365-7771,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1N 2W6,-117.658,49.3015,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
45850 Yale Rd,Chilliwack,Safeway,(604) 795-6428,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2P 4N6,-121.959,49.1648,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
45610 Luckakuck Way,Chilliwack,Safeway,(604) 858-8115,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2R 1A2,-121.962,49.1408,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
100-3025 Lougheed Hwy,Coquitlam,Safeway,(604) 941-8212,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3B 1C6,-122.791,49.2734,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
1033 Austin Rd,Coquitlam,Safeway,(604) 939-2850,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3K 3P2,-122.865,49.249,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
1551 Cliffe Ave,Courtenay,Safeway,(250) 334-9284,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V9N 2K6,-124.992,49.6851,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
1200 Baker St,Cranbrook,Safeway,(250) 489-1165,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,10:00am,6:00pm,10:00am,6:00pm,V1C 1A8,-115.765,49.5121,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
11200 - 8 St,Dawson Creek,Safeway,(250) 782-2253,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1G 4K6,-120.224,55.749,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
6401 120 St.,Delta,Safeway,(604) 596-4885,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V4E 3G3,-122.89,49.1194,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
181 Trans Canada Highway,Duncan,Safeway,(250) 746-3993,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V9L 3P8,-123.699,48.7753,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
9123 100 St,Fort St. John,Safeway,(250) 261-5477,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,10:00am,6:00pm,Closed,Closed,V1J 5Z2,-120.848,56.2376,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
750 Fortune Dr,Kamloops,Safeway,(250) 376-4129,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2B 2L2,-120.359,50.6987,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
945 W Columbia St,Kamloops,Safeway,(250) 374-2811,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2C 1L5,-120.318,50.6714,,2013-09-16 06:34:05 UTC,2013-09-16 06:34:05 UTC
500-2339 Hwy 97 N,Kelowna,Safeway,(250) 860-4424,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1X 4H9,-119.386,49.9244,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
697 Bernard Ave,Kelowna,Safeway,(250) 860-0332,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1Y 6P4,-119.489,49.8863,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
6153 200 St,Langley,Safeway,(604) 533-3291,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2Y 1A2,-122.669,49.1145,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
20871 Fraser Highway,Langley,Safeway,(604) 534-4363,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3A 4G7,-122.644,49.1014,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
27566 Fraser Hwy,Langley,Safeway,(604) 857-1351,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V4W 3N5,-122.66,49.1055,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
20201 Lougheed Hwy,Maple Ridge,Safeway,(604) 460-1553,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2X 2P6,-122.661,49.2201,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
32520 Lougheed Highway,Mission,Safeway,(604) 826-5369,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2V 1A5,-122.323,49.1329,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
211 Anderson St,Nelson,Safeway,(250) 352-9710,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1L 3X8,-117.283,49.4999,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
800 Mcbride Blvd,New Westminster,Safeway,(604) 524-4418,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3L 2B8,-122.912,49.2224,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
198-610 6 St,New Westminster,Safeway,(604) 520-5937,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3L 3C2,-122.913,49.2071,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
800 Carnarvon St,New Westminster,Safeway,(604) 522-2019,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3M 0C3,-122.913,49.2021,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
1175 Mt Seymour Rd,North Vancouver,Safeway,(604) 924-1302,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7H 2Y4,-122.969,49.3161,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
1170 E 27Th,North Vancouver,Safeway,(604) 980-3316,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7J 1S1,-123.041,49.3333,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
1300 Lonsdale Ave,North Vancouver,Safeway,(604) 985-9811,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7M 2H8,-123.072,49.32,,2013-09-16 06:34:06 UTC,2013-09-16 06:34:06 UTC
780 Westview Dr,North Vancouver,Safeway,(604) 988-6645,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7N 3X4,-123.09,49.3338,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
"1301 Main St.,801",Penticton,Safeway,(250) 487-2103,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V2A 5E9,-119.586,49.485,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
3756 10 Ave,Port Alberni,Safeway,(250) 723-6212,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V9Y 4W6,-124.798,49.2444,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
1100-2850 Shaughnessy St,Port Coquitlam,Safeway,(604) 945-4072,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3C 6K5,-122.793,49.234,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
7040 Barnet St,Powell River,Safeway,(604) 485-1233,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V8A 2A1,-124.518,49.8418,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
200 2 Ave W,Prince Rupert,Safeway,(250) 624-2412,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,5:00pm,V8J 1G5,-130.323,54.3149,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
445 Reid St,Quesnel,Safeway,(250) 992-6477,BC,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,10:00am,6:00pm,10:00am,6:00pm,V2J 2M7,-122.497,52.9797,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
10151 No 3 Rd,Richmond,Safeway,(604) 271-8678,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7A 4R6,-123.138,49.1398,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
6140 Blundell Rd,Richmond,Safeway,(604) 274-7244,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7C 1H6,-123.157,49.1556,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
8671 No 1 Rd,Richmond,Safeway,(604) 271-8790,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V7C 1V2,-123.181,49.1503,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
360 Trans Canada Hwy,Salmon Arm,Safeway,(250) 832-8086,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1E 4M2,-119.29,50.6996,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
2345 Beacon Ave,Sidney,Safeway,(250) 656-2735,BC,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,9:00am,6:00pm,9:00am,5:00pm,V8L 1W9,-123.402,48.649,,2013-09-16 06:34:07 UTC,2013-09-16 06:34:07 UTC
3664 Hwy 16,Smithers,Safeway,(250) 847-2622,BC,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,CLOSED,CLOSED,Closed,Closed,V0J 2N0,-127.164,54.7801,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
8860 - 152 St,Surrey,Safeway,(604) 589-4774,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3R 4E4,-122.801,49.1639,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
10355 King George Highway,Surrey,Safeway,(604) 584-8285,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3T 2W6,-122.845,49.1909,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
7450 120 St,Surrey,Safeway,(604) 594-7341,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3W 3M9,-122.89,49.1385,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
7165 138 St,Surrey,Safeway,(604) 594-9155,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V3W 7T9,-122.839,49.133,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
12825 16 Ave,Surrey,Safeway,(604) 531-3422,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V4A 1N5,-122.866,49.0313,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
700-15355 24 Ave,Surrey,Safeway,(604) 535-8960,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V4A 2H9,-122.846,49.0458,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
4655 Lakelse Ave,Terrace,Safeway,(250) 635-7206,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,5:00pm,9:00am,5:00pm,V8G 1R3,-128.592,54.5168,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
1599 2 Ave,Trail,Safeway,(250) 368-8710,BC,9:00am,6:00pm,9:00am,6:00pm,9:00am,6:00pm,9:00am,6:00pm,9:00am,6:00pm,9:00am,6:00pm,10:00am,6:00pm,V1R 1M3,-117.701,49.0975,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
1143 - 56 St,Tsawwassen,Safeway,(604) 948-9255,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V4L 2A2,-123.069,49.0237,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
1780 E Brd.Way,Vancouver,Safeway,(604) 873-0225,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5N 1W3,-123.067,49.2623,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
3410 Kingsway,Vancouver,Safeway,(604) 439-0090,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5R 5L4,-123.033,49.2324,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
990 King Edward Ave W,Vancouver,Safeway,(604) 733-0073,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5Z 2E2,-123.127,49.2492,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
185-650 W 41St Ave,Vancouver,Safeway,(604) 263-2575,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5Z 2M9,-123.11,49.2333,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
555 W 12 Ave,Vancouver,Safeway,(604) 872-8762,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V5Z 3X7,-123.116,49.2605,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
1766 Robson St,Vancouver,Safeway,(604) 683-6155,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6G 1E2,-123.135,49.2912,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
1641 Davie St,Vancouver,Safeway,(604) 669-8313,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6G 1W1,-123.139,49.2856,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
109-4255 Arbutus St,Vancouver,Safeway,(604) 731-5331,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6J 4R1,-123.153,49.2717,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
2315 W 4 Ave,Vancouver,Safeway,(604) 737-9803,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6K 1P2,-123.158,49.2682,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
2733 W Brdway,Vancouver,Safeway,(604) 732-5226,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6K 2G5,-123.167,49.264,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
8377 Granville St,Vancouver,Safeway,,BC,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,8:00am,8:00pm,9:00am,5:00pm,10:00am,6:00pm,V6P 4Z8,-123.14,49.2106,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
8555 Granville St,Vancouver,Safeway,(604) 263-2635,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6P 4Z9,-123.14,49.209,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
4575 W 10 Ave,Vancouver,Safeway,(604) 224-7200,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V6R 2J2,-123.211,49.2639,,2013-09-16 06:34:08 UTC,2013-09-16 06:34:08 UTC
3417 30 Ave,Vernon,Safeway,(250) 542-8167,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1T 2E3,-119.271,50.2669,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
4300 32 St,Vernon,Safeway,(250) 542-2627,BC,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,8:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V1T 9H2,-119.274,50.2747,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
3958 Shelbourne,Victoria,Safeway,(250) 477-2433,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V8N 3E2,-123.333,48.4677,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
1950  Foul Bay,Victoria,Safeway,(250) 370-1669,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V8R 5A7,-123.322,48.4313,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
3170 Tillicum Rd,Victoria,Safeway,(250) 384-7714,BC,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00pm,V9A 6T2,-123.394,48.4535,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
1650 Marine Dr,West Vancouver,Safeway,(604) 922-6131,BC,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,6:00pm,10:00am,6:00pm,V7V 1J1,-123.16,49.3286,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
5385 Headland Dr,West Vancouver,Safeway,(604) 926-2550,BC,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,6:00pm,10:00am,6:00pm,V7W 3E7,-123.252,49.3506,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
451 Oliver St,Williams Lake,Safeway,(250) 398-6851,BC,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,6:00pm,10:00am,5:00pm,V2G 1M5,-122.139,52.1283,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
1610 18 St,Brandon,Safeway,(204) 725-0117,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R7A 5C5,-99.962,49.8248,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
921 - 18 St N,Brandon,Safeway,(204) 726-8014,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R7A 7S1,-99.9618,49.8658,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
318 Manitoba Ave,Selkirk,Safeway,(204) 482-5775,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R1A 0Y7,-96.8731,50.1454,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
143 Provincial Trunk Hwy 12 N,Steinbach,Safeway,(204) 346-1555,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,Closed,Closed,R5G 1T5,-96.6881,49.5404,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
300 Mystery Lake Rd,Thompson,Safeway,(204) 677-2600,MB,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,9:00am,7:00pm,10:00am,6:00pm,10:00am,6:00pm,R8N 0M2,-97.8507,55.7447,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
654 Kildare Ave E,Winnipeg,Safeway,(204) 222-6902,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2C 0P6,-96.9858,49.9009,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
1615 Regent Ave W,Winnipeg,Safeway,(204) 663-6862,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2C 3C6,-97.0697,49.8986,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
1441 Henderson Highway,Winnipeg,Safeway,(204) 338-4600,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2G 1N4,-97.0861,49.9455,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
285 Marion St,Winnipeg,Safeway,(204) 237-6824,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2H 0T8,-97.1149,49.8817,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
77 Vermillion Rd,Winnipeg,Safeway,(204) 255-5755,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2J 3W7,-97.0736,49.854,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
731 Henderson Highway,Winnipeg,Safeway,(204) 667-4944,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2K 2K4,-97.1046,49.9269,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
2 Alpine Ave,Winnipeg,Safeway,(204) 256-9430,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2M 0Y5,-97.1015,49.8561,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
850 Dakota St,Winnipeg,Safeway,(204) 255-4765,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2M 5R9,-97.1071,49.8306,,2013-09-16 06:34:09 UTC,2013-09-16 06:34:09 UTC
920 Jefferson Ave,Winnipeg,Safeway,(204) 694-4125,MB,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,9:00pm,9:00am,6:00pm,10:00am,6:00 pm,R2P 1W1,-97.1559,49.9454,,2013-09-16 06:34:10 UTC,2013-09-16 06:34:10 UTC
