address,city,company_name,phone,state,zip_code,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,longitude,latitude,created_at,updated_at
4407 50th Avenue,Red Deer,Safeway,(403) 346-1886,AB,T4N 3Z5,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,-113.814,52.2635,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
6319 50 Ave,Red Deer,Safeway,(403) 343-0224,AB,T4N 4C7,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,-113.815,52.2824,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
2020 Sherwood Dr,Sherwood Park,Safeway,(780) 467-3037,AB,T8A 3H9,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-113.296,53.5303,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
985 Fir St,Sherwood Park,Safeway,(780) 467-0177,AB,T8A 4N5,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-113.325,53.5139,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
94 Mcleod Ave,Spruce Grove,Safeway,(780) 962-9183,AB,T7X 1R2,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-113.911,53.5423,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
2 Hebert Rd,St. Albert,Safeway,(780) 460-9356,AB,T8N 5T8,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-113.609,53.6218,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
395 St Albert Trail,St. Albert,Safeway,(780) 458-3620,AB,T8N 5Z9,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-113.626,53.6436,2013-09-23 05:16:27 UTC,2013-09-23 05:16:27 UTC
4202 S Park Dr,Stony Plain,Safeway,(780) 963-2330,AB,T7Z 1X8,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-113.979,53.5411,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
4926 46 Ave,Taber,Safeway,(403) 223-5749,AB,T1G 2A4,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,-112.151,49.7815,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
3905 56 St,Wetaskiwin,Safeway,(780) 352-2041,AB,T9A 2B1,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,9:00pm,-113.39,52.9586,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
535 S Cariboo Hwy,100 Mile House,Safeway,(250) 395-4952,BC,V0K 2E0,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-121.296,51.6466,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
100-32500 S Fraser Way,Abbotsford,Safeway,(604) 850-2316,BC,V2T 4W1,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.343,49.0476,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
400-9855 Austin Rd,Burnaby,Safeway,(604) 420-3420,BC,V3J 1N4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.897,49.2488,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
6564 E Hastings St,Burnaby,Safeway,(604) 291-2901,BC,V5B 1S2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.968,49.2803,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
4440  Hastings St,Burnaby,Safeway,(604) 205-6922,BC,V5C 2K2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.005,49.281,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
5235 Kingsway,Burnaby,Safeway,(604) 438-0838,BC,V5H 4G1,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.988,49.2248,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
1721 Columbia Ave,Castlegar,Safeway,(250) 365-7771,BC,V1N 2W6,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-117.658,49.3015,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
45850 Yale Rd,Chilliwack,Safeway,(604) 795-6428,BC,V2P 4N6,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-121.959,49.1648,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
45610 Luckakuck Way,Chilliwack,Safeway,(604) 858-8115,BC,V2R 1A2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-121.962,49.1408,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
100-3025 Lougheed Hwy,Coquitlam,Safeway,(604) 941-8212,BC,V3B 1C6,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.791,49.2734,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
580 Clarke Rd,Coquitlam,Safeway,(604) 936-8143,BC,V3J 3X5,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.889,49.2625,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
1033 Austin Rd,Coquitlam,Safeway,(604) 939-2850,BC,V3K 3P2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.865,49.249,2013-09-23 05:16:28 UTC,2013-09-23 05:16:28 UTC
1551 Cliffe Ave,Courtenay,Safeway,(250) 334-9284,BC,V9N 2K6,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-124.992,49.6851,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
1200 Baker St,Cranbrook,Safeway,(250) 489-1165,BC,V1C 1A8,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,-115.765,49.5121,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
11200 - 8 St,Dawson Creek,Safeway,(250) 782-2253,BC,V1G 4K6,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,-120.224,55.749,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
6401 120 St.,Delta,Safeway,(604) 596-4885,BC,V4E 3G3,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.89,49.1194,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
181 Trans Canada Highway,Duncan,Safeway,(250) 746-3993,BC,V9L 3P8,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,7:00am,11:00pm,-123.699,48.7753,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
9123 100 St,Fort St. John,Safeway,(250) 261-5477,BC,V1J 5Z2,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,8:00am,11:00pm,-120.848,56.2376,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
750 Fortune Dr,Kamloops,Safeway,(250) 376-4129,BC,V2B 2L2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-120.359,50.6987,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
945 W Columbia St,Kamloops,Safeway,(250) 374-2811,BC,V2C 1L5,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-120.318,50.6714,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
500-2339 Hwy 97 N,Kelowna,Safeway,(250) 860-4424,BC,V1X 4H9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-119.386,49.9244,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
697 Bernard Ave,Kelowna,Safeway,(250) 860-0332,BC,V1Y 6P4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-119.489,49.8863,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
5275 - 48 Ave,Ladner,Safeway,(604) 940-0051,BC,V4K 1W4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.077,49.0902,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
370 Trans Canada Hwy,Ladysmith,Safeway,(250) 245-8147,BC,V0R 2E0,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-123.803,48.9774,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
6153 200 St,Langley,Safeway,(604) 533-3291,BC,V2Y 1A2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.669,49.1145,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
20871 Fraser Highway,Langley,Safeway,(604) 534-4363,BC,V3A 4G7,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.644,49.1014,2013-09-23 05:16:29 UTC,2013-09-23 05:16:29 UTC
27566 Fraser Hwy,Langley,Safeway,(604) 857-1351,BC,V4W 3N5,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.66,49.1055,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
20201 Lougheed Hwy,Maple Ridge,Safeway,(604) 460-1553,BC,V2X 2P6,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.661,49.2201,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
32520 Lougheed Highway,Mission,Safeway,(604) 826-5369,BC,V2V 1A5,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.323,49.1329,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
211 Anderson St,Nelson,Safeway,(250) 352-9710,BC,V1L 3X8,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-117.283,49.4999,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
800 Mcbride Blvd,New Westminster,Safeway,(604) 524-4418,BC,V3L 2B8,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.912,49.2224,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
198-610 6 St,New Westminster,Safeway,(604) 520-5937,BC,V3L 3C2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.913,49.2071,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
800 Carnarvon St,New Westminster,Safeway,(604) 522-2019,BC,V3M 0C3,6:00am,11:59pm,6:00am,11:59pm,6:00am,11:59pm,6:00am,11:59pm,6:00am,11:59pm,6:00am,11:59pm,6:00am,11:59pm,-122.913,49.2021,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
1175 Mt Seymour Rd,North Vancouver,Safeway,(604) 924-1302,BC,V7H 2Y4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.969,49.3161,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
1170 E 27Th,North Vancouver,Safeway,(604) 980-3316,BC,V7J 1S1,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.041,49.3333,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
1300 Lonsdale Ave,North Vancouver,Safeway,(604) 985-9811,BC,V7M 2H8,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.072,49.32,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
780 Westview Dr,North Vancouver,Safeway,(604) 988-6645,BC,V7N 3X4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.09,49.3338,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
"1301 Main St.,801",Penticton,Safeway,(250) 487-2103,BC,V2A 5E9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-119.586,49.485,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
3756 10 Ave,Port Alberni,Safeway,(250) 723-6212,BC,V9Y 4W6,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-124.798,49.2444,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
1100-2850 Shaughnessy St,Port Coquitlam,Safeway,(604) 945-4072,BC,V3C 6K5,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.793,49.234,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
7040 Barnet St,Powell River,Safeway,(604) 485-1233,BC,V8A 2A1,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,7:00am,9:00pm,-124.518,49.8418,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
200 2 Ave W,Prince Rupert,Safeway,(250) 624-2412,BC,V8J 1G5,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-130.323,54.3149,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
445 Reid St,Quesnel,Safeway,(250) 992-6477,BC,V2J 2M7,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-122.497,52.9797,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
10151 No 3 Rd,Richmond,Safeway,(604) 271-8678,BC,V7A 4R6,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.138,49.1398,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
6140 Blundell Rd,Richmond,Safeway,(604) 274-7244,BC,V7C 1H6,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.157,49.1556,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
8671 No 1 Rd,Richmond,Safeway,(604) 271-8790,BC,V7C 1V2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.181,49.1503,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
360 Trans Canada Hwy,Salmon Arm,Safeway,(250) 832-8086,BC,V1E 4M2,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,10:00am,6:00pm,-119.29,50.6996,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
2345 Beacon Ave,Sidney,Safeway,(250) 656-2735,BC,V8L 1W9,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-123.402,48.649,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
3664 Hwy 16,Smithers,Safeway,(250) 847-2622,BC,V0J 2N0,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-127.164,54.7801,2013-09-23 05:16:30 UTC,2013-09-23 05:16:30 UTC
8860 - 152 St,Surrey,Safeway,(604) 589-4774,BC,V3R 4E4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.801,49.1639,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
10355 King George Highway,Surrey,Safeway,(604) 584-8285,BC,V3T 2W6,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.845,49.1909,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
7450 120 St,Surrey,Safeway,(604) 594-7341,BC,V3W 3M9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.89,49.1385,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
7165 138 St,Surrey,Safeway,(604) 594-9155,BC,V3W 7T9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.839,49.133,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
12825 16 Ave,Surrey,Safeway,(604) 531-3422,BC,V4A 1N5,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-122.866,49.0313,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
700-15355 24 Ave,Surrey,Safeway,(604) 535-8960,BC,V4A 2H9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-122.846,49.0458,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
4655 Lakelse Ave,Terrace,Safeway,(250) 635-7206,BC,V8G 1R3,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-128.592,54.5168,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
1599 2 Ave,Trail,Safeway,(250) 368-8710,BC,V1R 1M3,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,7:00am,10:00pm,-117.701,49.0975,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
1143 - 56 St,Tsawwassen,Safeway,(604) 948-9255,BC,V4L 2A2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.069,49.0237,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
1780 E Brd.Way,Vancouver,Safeway,(604) 873-0225,BC,V5N 1W3,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.067,49.2623,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
3410 Kingsway,Vancouver,Safeway,(604) 439-0090,BC,V5R 5L4,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.033,49.2324,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
990 King Edward Ave W,Vancouver,Safeway,(604) 733-0073,BC,V5Z 2E2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.127,49.2492,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
185-650 W 41St Ave,Vancouver,Safeway,(604) 263-2575,BC,V5Z 2M9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.11,49.2333,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
555 W 12 Ave,Vancouver,Safeway,(604) 872-8762,BC,V5Z 3X7,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.116,49.2605,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
1766 Robson St,Vancouver,Safeway,(604) 683-6155,BC,V6G 1E2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.135,49.2912,2013-09-23 05:16:31 UTC,2013-09-23 05:16:31 UTC
1641 Davie St,Vancouver,Safeway,(604) 669-8313,BC,V6G 1W1,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.139,49.2856,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
109-4255 Arbutus St,Vancouver,Safeway,(604) 731-5331,BC,V6J 4R1,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.153,49.2717,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
2315 W 4 Ave,Vancouver,Safeway,(604) 737-9803,BC,V6K 1P2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.158,49.2682,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
2733 W Brdway,Vancouver,Safeway,(604) 732-5226,BC,V6K 2G5,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.167,49.264,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
8555 Granville St,Vancouver,Safeway,(604) 263-2635,BC,V6P 4Z9,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.14,49.209,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
4575 W 10 Ave,Vancouver,Safeway,(604) 224-7200,BC,V6R 2J2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.211,49.2639,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
3417 30 Ave,Vernon,Safeway,(250) 542-8167,BC,V1T 2E3,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-119.271,50.2669,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
4300 32 St,Vernon,Safeway,(250) 542-2627,BC,V1T 9H2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-119.274,50.2747,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
3958 Shelbourne,Victoria,Safeway,(250) 477-2433,BC,V8N 3E2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.333,48.4677,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
1950  Foul Bay,Victoria,Safeway,(250) 370-1669,BC,V8R 5A7,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.322,48.4313,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
3170 Tillicum Rd,Victoria,Safeway,(250) 384-7714,BC,V9A 6T2,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,7:00am,11:59pm,-123.394,48.4535,2013-09-23 05:16:32 UTC,2013-09-23 05:16:32 UTC
