address,city,company_name,phone,state,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,created_at,updated_at
100 South Oak Way,"Reading,Berks",Costco,(118) 920-7105,England,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,11:00am ,5:00pm,RG2 6UE,-0.98099,51.4211,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
100 Watson Road Neachells,Birmingham,Costco,121 326 3505,England,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,11:00am ,5:00pm,B7 5SA,-1.854,52.502,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
Dunkirk Trading Estate,Chester,Costco,124 485 2075,England,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,11:00am ,5:00pm,CH16LT,-2.89436,53.1881,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
Capital Retail Park,Cardiff,Costco,02920 787525,Wales,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,11:00am ,5:00pm,CF11 8AZ,-3.18066,51.4813,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
300 Retail Drive,Saint John,Costco,(506) 635-5300,NB,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,12:00pm ,5:00pm,E2J 2R2,-66.0271,45.3031,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
202-104 Southbank Blvd,Okotoks,Costco,(403) 995-5150,AB,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,10:00am ,5:00pm,T1S 0G1,-113.947,50.7046,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
300-261200 Crossiron Blvd,Rocky View,Costco,(403) 516-5050,AB,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,10:00am ,5:00pm,T4A 0J6,-113.989,51.2061,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
25 Wayne Squibb Blvd,Fredericton,Costco,(506) 460-4100,NB,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,12:00pm ,5:00pm,E3C 0G8,-66.6624,45.9276,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
100 Legend Court,Ancaster,Costco,(905) 304-0344,ON,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,10:00am ,5:00pm,L9K 1J3,-79.9471,43.2298,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
7259 Winterburn Rd NW,Edmonton,Costco,(780) 341-2800,AB,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,10:00am ,5:00pm,T5T 6T7,-113.689,53.5066,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
105 Rue-Robert-Bernard,Drummondville,Costco,(819) 473-7575,QC,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:00am ,6:00pm,10:00am ,5:00pm,J2C 8N1,-72.5095,45.9098,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
130 Ritson Rd North,Oshawa,Costco,(905) 404-4050,ON,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,10:00am ,5:00pm,L1G 0A6,-78.8554,43.9035,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
Imperial Way,Croydon,Costco,0208 253 4100,England,10:00am ,9:00pm,10:00am ,9:00pm,10:00am ,9:00pm,10:00am ,9:00pm,10:00am ,9:00pm,9:00am ,7:00pm,11:00am ,5:00pm,CR9 4LN,-0.11944,51.3561,,2013-09-16 05:50:40 UTC,2013-09-16 05:50:40 UTC
51 Torrington Ave,Coventry,Costco,02476 854664,England,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,11:00am ,5:00pm,CV4 9AQ,-1.56097,52.399,,2013-09-16 05:50:41 UTC,2013-09-16 05:50:41 UTC
3 Westmoreland Ave,Thurmaston,Costco,,England,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,10:00am ,8:30pm,9:30am ,6:00pm,10:00am ,5:00pm,LE4 8PH,-1.09968,52.6839,,2013-09-16 05:50:41 UTC,2013-09-16 05:50:41 UTC
